address,area,capacity_seated,capacity_standing,catering_options,city,cuisine,is_supervenue,lat,lng,min_attendees,mrt_distance,mrt_station,opening_hours,postcode,price,price_method,price_per_person,price_per_person_type,price_type,rating,response_rate,response_time_min,reviews,room_features,room_id,room_name,space_type,url,venue_id,venue_name,venue_part,venue_type,venue_url
30 Victoria Street #01-32,City Hall,100,0,"[1, 14, 15, 20, 8, 1000, 1001]",Singapore,Italian,False,1.2950557,103.8524905,,250 m,City Hall MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""17:30"", ""closes"": ""23:30""}]",187996,S$1000,minimum spend,-1,NULL,per session,0,0.8636,254,0,"[3, 5, 6, 8, 12, 13, 16, 17, 19]",91131,Outdoor,Terrace,https://www.tagvenue.com/sg/rooms/singapore/91131/duomo-ristorante/outdoor,54519,Duomo Ristorante,Semi-private area,Restaurant,https://www.tagvenue.com/sg/venues/singapore/54519/duomo-ristorante
27 Cosford Road ,Changi West,80,200,"[1, 7, 9, 21, 8, 1001]",Singapore,European,False,1.3652841290198,103.980000715,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""11:00"", ""closes"": ""23:00""}]",499549,S$2000,minimum spend,-1,NULL,per session,0,1,864,0,"[3, 5, 6, 7, 8, 9, 12, 13, 16, 17, 18, 19, 21, 22, 25, 26, 27, 28]",115886,Full Restaurant,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/115886/smoke-barrel/full-restaurant,68258,Smoke & Barrel,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/68258/smoke-barrel
1 Fusionopolis Way 02-04/05 ,One North,20,30,"[1, 9, 21, 8, 1000, 1001]",Singapore,Italian,False,1.2988520478795,103.78768298541,,100 m,one-north MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday""], ""opens"": ""11:30"", ""closes"": ""14:30""}]",138632,S$1000,minimum spend,-1,NULL,per afternoon,0,0.9,0,0,"[5, 6, 7, 12, 17, 19]",45941,Event Area,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/45941/casa-pietrasanta/event-area,22163,Casa Pietrasanta,Semi-private area,Restaurant,https://www.tagvenue.com/sg/venues/singapore/22163/casa-pietrasanta
30 Cosford Road ,Changi West,80,120,"[17, 8, 1000, 1001, 1]",Singapore,American,False,1.3652545,103.9812318,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Sunday""], ""opens"": ""09:00"", ""closes"": ""23:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Friday"", ""Saturday""], ""opens"": ""09:00"", ""closes"": ""01:00""}]",499550,S$20,hire fee,-1,NULL,per hour,3,0.95,20,2,"[3, 5, 6, 7, 8, 9, 10, 12, 17, 18, 19]",86869,Stardine,Event Space,https://www.tagvenue.com/sg/rooms/singapore/86869/cosford-container-park/stardine,52218,Cosford Container Park,Private space,Entertainment Centre,https://www.tagvenue.com/sg/venues/singapore/52218/cosford-container-park-2
180 Orchard Road Peranakan Place,Somerset,150,180,"[1, 9, 8, 1000, 1001]",Singapore,,False,1.3014058671508,103.83912295103,,150 m,Somerset MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Sunday""], ""opens"": ""12:00"", ""closes"": ""01:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Friday"", ""Saturday""], ""opens"": ""12:00"", ""closes"": ""02:00""}]",238846,S$100,per person,10000,per session,per session,0,0.792,70,0,"[5, 7, 8, 12, 17]",17738,Entire Venue (Closed Door),Live Music Venue,https://www.tagvenue.com/sg/rooms/singapore/17738/acid-bar/entire-venue-closed-door,7967,Acid Bar,Whole venue,Live Music Venue,https://www.tagvenue.com/sg/venues/singapore/7967/acid-bar
176 Orchard Road ,Somerset,80,125,"[1, 2, 9, 14, 15, 8, 1000, 1001]",Singapore,Indian,False,1.3011167420967,103.83974631531,,100 m,Somerset MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday""], ""opens"": ""11:30"", ""closes"": ""22:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Tuesday"", ""Wednesday"", ""Thursday"", ""Sunday""], ""opens"": ""11:30"", ""closes"": ""23:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Friday"", ""Saturday""], ""opens"": ""11:30"", ""closes"": ""00:00""}]",238843,S$2000,minimum spend,-1,NULL,per session,0,1,15,0,"[4, 5, 7, 8, 9, 11, 12, 16, 17]",20380,Whole Venue,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/20380/the-awadh/whole-venue,9160,The Awadh,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/9160/the-awadh
32 Tras Street ST Signature Level 4,Tanjong Pagar,300,300,"[1, 2, 9, 14, 15, 20, 21, 8, 1000, 1001]",Singapore,,False,1.278634,103.84433,,300 m,Tanjong Pagar MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""09:00"", ""closes"": ""00:00""}]",078972,S$45,per person,-1,NULL,per session,2,0.972,152,3,"[3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 17, 18, 19, 20]",74712,Abriza Rooftop Restaurant,Rooftop,https://www.tagvenue.com/sg/rooms/singapore/74712/abriza-rooftop-restaurant/abriza-rooftop-restaurant,42633,Abriza Rooftop Restaurant,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/42633/abriza-rooftop-restaurant
83 Neil Road ,Tanjong Pagar,78,150,"[1, 8, 1000, 1001]",Singapore,Mediterranean,False,1.2789527,103.8419489,,300 m,Outram Park MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""12:00"", ""closes"": ""22:30""}]",089813,S$98,per person,9800,per session,per session,5,1,14,4,"[5, 6, 7, 8, 9, 12, 17, 18, 19, 25, 27]",84219,Whole Venue,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/84219/noa-by-olivia/whole-venue,50733,Noa by Olivia,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/50733/noa-by-olivia
5 Telok Paku Road ,Changi Point,150,150,"[1, 7, 9, 10, 20, 21, 8, 1001]",Singapore,,False,1.389339,103.9890265,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday""], ""opens"": ""09:00"", ""closes"": ""22:00""}]",508883,S$10000,minimum spend,-1,NULL,per session,0,0.8889,84,0,"[3, 5, 6, 7, 8, 12, 13, 16, 17, 18, 19, 20]",70722,Full Venue Hire,Hotel,https://www.tagvenue.com/sg/rooms/singapore/70722/the-bus-collective/full-venue-hire,38815,The Bus Collective,Private space,Hotel,https://www.tagvenue.com/sg/venues/singapore/38815/the-bus-collective
11 Kelantan Road ,Sungei Road,40,80,"[1, 7, 9, 16, 19, 8]",Singapore,Asian,False,1.3059313,103.8563859,,100 m,Jalan Besar MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""09:00"", ""closes"": ""22:00""}]",208604,S$950,hire fee,6200,per session,per hour,5,0.8789,222,1,"[3, 4, 5, 6, 7, 8, 12, 17]",46764,Indoor Event Space (Area A),Event Space,https://www.tagvenue.com/sg/rooms/singapore/46764/msdurian/indoor-event-space-area-a,22586,Ms.Durian,Private space,Cafe,https://www.tagvenue.com/sg/venues/singapore/22586/ms-durian
38 Cleantech Loop #01-31,Western Water Catchment,30,100,"[7, 16, 1000, 1001]",Singapore,,False,1.3530989,103.6914425,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""09:00"", ""closes"": ""18:00""}]",636741,S$200,hire fee,-1,NULL,per hour,4.6,0.9645,432,14,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 17, 18, 19, 24, 23]",63854,TROPICAL GROVE,Event Space,https://www.tagvenue.com/sg/rooms/singapore/63854/surbana-jurong-campus/tropical-grove,31863,Surbana Jurong Campus,Private space,Office Space,https://www.tagvenue.com/sg/venues/singapore/31863/surbana-jurong-campus
9A Lock Road ,Telok Blangah Drive,230,0,"[1, 14, 20, 8, 1000, 1001]",Singapore,Italian,False,1.278388,103.8039196,,700 m,Labrador Park MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Tuesday"", ""Wednesday""], ""opens"": ""16:00"", ""closes"": ""23:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Thursday""], ""opens"": ""11:30"", ""closes"": ""23:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Friday""], ""opens"": ""11:30"", ""closes"": ""00:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Saturday""], ""opens"": ""09:00"", ""closes"": ""00:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Sunday""], ""opens"": ""09:00"", ""closes"": ""23:00""}]",108926,S$25000,hire fee,-1,NULL,per session,0,0.8571,352,0,"[3, 5, 6, 12]",98521,Level 1&2,Event Space,https://www.tagvenue.com/sg/rooms/singapore/98521/wheelers-tropikana/level-12,58416,Wheeler's Tropikana,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/58416/wheeler-s-tropikana
"62 Ubi Road 1 62 Ubi Road, Oxley Bizhub 2, Rooftop, Level #11-19, Singapore 408734",Kampong Ubi,50,50,"[1, 7, 20, 8, 1001]",Singapore,Japanese,False,1.3322686,103.892106,,550 m,Tai Seng MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday""], ""opens"": ""11:30"", ""closes"": ""23:30""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""11:30"", ""closes"": ""01:00""}]",408734,S$800,minimum spend,-1,NULL,per day,5,0.9474,10,2,"[5, 7, 8, 9, 12, 17, 18, 19, 26]",110901,The Mezzanine + Karaoke,Event Space,https://www.tagvenue.com/sg/rooms/singapore/110901/tora-tora-tora/the-mezzanine-karaoke,65728,Tora Tora Tora,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/65728/tora-tora-tora
"30 Biopolis Street Matrix (Building), #01-01",One North,300,300,"[1, 2, 16, 19, 8, 1000]",Singapore,Indian,False,1.3033935,103.79256,,400 m,Buona Vista MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday""], ""opens"": ""17:30"", ""closes"": ""21:30""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Saturday"", ""Sunday""], ""opens"": ""11:00"", ""closes"": ""21:30""}]",138671,S$200,hire fee,-1,NULL,per hour,4.7,1,322,3,"[5, 6, 7, 8, 9, 12, 17, 18]",100200,Entire Space,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/100200/foodini-biopolis/entire-space,59582,Foodini Biopolis,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/59582/foodini-biopolis
270 Orchard Road ,Somerset,180,0,"[1, 16, 19, 21, 1000]",Singapore,Asian,False,1.3031051185807,103.83607195368,,450 m,Orchard MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday""], ""opens"": ""09:00"", ""closes"": ""18:00""}]",238857,S$12000,hire fee,-1,NULL,per day,0,1,9,0,"[3, 5, 6, 7, 8, 9, 10, 12, 13, 16, 17, 18, 24, 26, 27]",104447,The Gallery,Ballroom,https://www.tagvenue.com/sg/rooms/singapore/104447/pullman-singapore-orchard/the-gallery,62043,Pullman Singapore Orchard,Whole venue,Hotel,https://www.tagvenue.com/sg/venues/singapore/62043/pullman-singapore-orchard
7 Fraser Street #01-59 & 60 Duo Galleria,Bugis,120,120,"[1, 9, 14, 17, 20, 21, 8, 1000, 1001]",Singapore,,False,1.2997111213762,103.8571856582,,50 m,Bugis MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""11:00"", ""closes"": ""23:00""}]",189356,S$50,per person,5000,per session,per session,5,0.9208,22,1,"[5, 6, 8, 9, 11, 12, 17]",45270,Outdoor Area,Outdoor Space,https://www.tagvenue.com/sg/rooms/singapore/45270/the-gong-duo-galleria/outdoor-area,20216,The Gong (Duo Galleria),Semi-private area,Restaurant,https://www.tagvenue.com/sg/venues/singapore/20216/the-gong-duo-galleria
40 Pasir Panjang Road Mapletree Business City #02-36,Pasir Panjang 2,50,40,"[1, 2, 7, 9, 10, 14, 15, 16, 18, 19, 20, 21, 22, 8]",Singapore,Asian,False,1.2756422,103.7995973,,500 m,Labrador Park MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""08:00"", ""closes"": ""22:30""}]",117383,S$35,per person,3500,per session,per session,4,0.973,6,1,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 17, 18, 19]",96809,Entire Venue,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/96809/gravy-bistro-and-bar/entire-venue,57816,Gravy Bistro and Bar,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/57816/gravy-bistro-and-bar
30 Victoria Street #01-21/22 CHIJMES,City Hall,80,120,"[1, 20, 8, 1000, 1001]",Singapore,European,False,1.2949824350646,103.85261480464,,250 m,City Hall MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""11:00"", ""closes"": ""00:00""}]",187996,S$50,per person,5000,per session,per session,1,0.8974,50,1,"[5, 6]",95123,Outdoor Area,Outdoor Space,https://www.tagvenue.com/sg/rooms/singapore/95123/drinksco-grill-cocktails/outdoor-area,56773,Drinks&Co. Grill & Cocktails,Semi-private area,Restaurant,https://www.tagvenue.com/sg/venues/singapore/56773/drinks-co-grill-cocktails
318 KING GEORGE'S AVENUE KING GEORGE'S BUILDING,Central Water Catchment,55,70,"[1, 7, 9, 10, 15, 17, 20, 21, 8, 1001]",Singapore,Italian,False,1.351616,103.808053,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Saturday"", ""Sunday""], ""opens"": ""11:00"", ""closes"": ""23:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Friday""], ""opens"": ""11:00"", ""closes"": ""23:30""}]",208563,S$2250,minimum spend,-1,NULL,per session,0,0.9583,226,0,"[3, 5, 6, 7, 8, 9, 12, 16, 17, 18, 19, 20]",96044,Dining at The Upper Room,Dining Room,https://www.tagvenue.com/sg/rooms/singapore/96044/the-upper-room-restaurant-cafe/dining-at-the-upper-room,57249,The Upper Room Restaurant & Cafe,Semi-private area,Restaurant,https://www.tagvenue.com/sg/venues/singapore/57249/the-upper-room-restaurant-cafe-3
28 Boat Quay ,Singapore City Centre,85,100,"[1, 20, 8, 1000, 1001]",Singapore,British,False,1.2859348,103.8499858,,250 m,Raffles Place MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Sunday""], ""opens"": ""11:30"", ""closes"": ""00:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Friday"", ""Saturday""], ""opens"": ""11:30"", ""closes"": ""01:00""}]",049818,S$50,per person,5000,per session,per session,0,1,11,0,"[5, 8, 12]",113966,Level 2,Event Space,https://www.tagvenue.com/sg/rooms/singapore/113966/harrys-boat-quay/level-2,67236,Harry’s Boat Quay,Private space,Restaurant,https://www.tagvenue.com/sg/venues/singapore/67236/harry-s-boat-quay
55 Keong Saik Road ,Tanjong Pagar,80,120,"[1, 8, 1000, 1001]",Singapore,Spanish,False,1.280762,103.8415174,,250 m,Outram Park MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""12:00"", ""closes"": ""22:30""}]",089158,S$6000,minimum spend,-1,NULL,per afternoon,5,1,50,1,"[5, 6, 7, 8, 9, 12, 17, 18]",85377,Whole Venue,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/85377/olivia-restaurant/whole-venue,51428,Olivia Restaurant,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/51428/olivia-restaurant
23 Yong Siak Street ,Tiong Bahru,0,100,"[7, 16, 1000, 1001]",Singapore,,False,1.282848,103.830107,,500 m,Tiong Bahru MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""10:00"", ""closes"": ""18:00""}]",168652,S$150,hire fee,-1,NULL,per hour,0,0.8667,382,0,"[5, 6, 7, 17, 18, 19, 20]",24815,The Space,Gallery,https://www.tagvenue.com/sg/rooms/singapore/24815/artblue-studio/the-space,11629,ArtBlue Studio,Private space,Gallery,https://www.tagvenue.com/sg/venues/singapore/11629/artblue-studio
8A Marina Boulevard #01-03 Ground Plaza,Central Subzone,130,300,"[1, 20, 8, 1000, 1001]",Singapore,American,False,1.2799447,103.8547618,,200 m,Downtown MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday""], ""opens"": ""11:00"", ""closes"": ""22:30""}]",018984,S$50,per person,5000,per session,per session,0,1,2,0,"[6, 9, 12]",113438,Entire Venue,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/113438/harrys-marina-bay-link-mall/entire-venue,66988,Harry's Marina Bay Link Mall,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/66988/harry-s-marina-bay-link-mall
"1 Claymore Drive # 01-05, ORCHARD",Boulevard,30,40,"[1, 14, 15, 20, 8, 1000, 1001]",Singapore,Indian,False,1.3074858,103.8293518,,500 m,Orchard MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""12:00"", ""closes"": ""23:00""}]",229594,S$1000,minimum spend,-1,NULL,per afternoon,0,0.9091,283,0,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 17, 18, 19, 20, 25, 26, 27]",104641,MEZZANINE @ BHOOMI,Dining Room,https://www.tagvenue.com/sg/rooms/singapore/104641/bhoomi/mezzanine-at-bhoomi,62162,Bhoomi,Private space,Restaurant,https://www.tagvenue.com/sg/venues/singapore/62162/bhoomi
"9 Raffles Boulevard #01-01, Millenia Walk",Marina Centre,250,400,"[1, 20, 8, 1000, 1001]",Singapore,European,False,1.293067865537,103.85827874424,,300 m,Promenade MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Sunday""], ""opens"": ""11:00"", ""closes"": ""00:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Friday"", ""Saturday""], ""opens"": ""11:00"", ""closes"": ""01:00""}]",039596,S$50,per person,5000,per session,per session,4.8,0.9771,400,5,"[5, 6, 7, 8, 9, 12, 17, 18, 19, 24, 25, 28]",69953,One of our spacious areas,Dining Room,https://www.tagvenue.com/sg/rooms/singapore/69953/paulaner-brauhaus/one-of-our-spacious-areas,37541,PAULANER Bräuhaus,Shared space,Restaurant,https://www.tagvenue.com/sg/venues/singapore/37541/paulaner-braeuhaus
397 River Valley Road ,Chatsworth,50,80,"[1, 7, 9, 16, 21, 8, 1001]",Singapore,American,False,1.2953896,103.8302869,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""11:00"", ""closes"": ""00:00""}]",248292,S$900,minimum spend,2000,per session,per session,4.9,0.9853,319,3,"[5, 6, 7, 8, 9, 12, 17]",62894,Indoor Space,Bar,https://www.tagvenue.com/sg/rooms/singapore/62894/partners-in-crime/indoor-space,31553,Partners In Crime,Whole venue,Bar,https://www.tagvenue.com/sg/venues/singapore/31553/partners-in-crime
65 Pasir Panjang Road ,Port,80,120,"[7, 16, 8, 1000, 1001]",Singapore,,False,1.273813,103.7963193,,600 m,Pasir Panjang MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Saturday"", ""Sunday""], ""opens"": ""09:00"", ""closes"": ""18:00""}]",118506,S$300,hire fee,-1,NULL,per hour,4.8,0.9299,151,8,"[3, 5, 6, 7, 9, 12, 13, 17, 18, 19, 24]",67443,Multipurpose Hall,Hall,https://www.tagvenue.com/sg/rooms/singapore/67443/assembly/multipurpose-hall,35687,Assembly,Whole venue,Hall,https://www.tagvenue.com/sg/venues/singapore/35687/assembly-2
Orchard Road 333A,Somerset,90,150,"[1, 2, 9, 14, 15, 21, 8, 1000, 1001]",Singapore,American,False,1.3018664176786,103.83702345192,,300 m,Somerset MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday""], ""opens"": ""11:30"", ""closes"": ""22:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""11:30"", ""closes"": ""22:30""}]",238897,S$5000,minimum spend,-1,NULL,per afternoon,4.8,0.9675,298,5,"[5, 6, 7, 8, 12, 16]",18664,Main Dining Hall,Dining Room,https://www.tagvenue.com/sg/rooms/singapore/18664/lawrys-the-prime-rib/main-dining-hall,7991,Lawry's The Prime Rib,Shared space,Restaurant,https://www.tagvenue.com/sg/venues/singapore/7991/lawry-s-the-prime-rib
1 Larkhill Road ,Sentosa,120,120,"[1, 2, 14, 15, 17, 20, 8, 1000, 1001]",Singapore,Indian,False,1.2517312,103.8221016,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""09:00"", ""closes"": ""23:00""}]",099394,S$4000,minimum spend,6000,per session,per session,0,0.8,197,0,"[3, 5, 6, 7, 8, 10, 11, 12, 13, 16, 17, 18, 19, 25, 27]",107229,Indoor Area,Function Room,https://www.tagvenue.com/sg/rooms/singapore/107229/jubilee-events/indoor-area,63418,Jubilee Events,Private space,Event Venue,https://www.tagvenue.com/sg/venues/singapore/63418/jubilee-events
Tessensohn Road Level R,Kampong Java,200,210,"[17, 8, 1000, 1001, 1]",Singapore,Asian,False,1.3166269,103.8569974,,550 m,Farrer Park MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""11:00"", ""closes"": ""20:00""}]",217646,S$5000,hire fee,-1,NULL,per session,0,1,397,0,"[3, 5, 7, 8, 12, 18, 25, 28]",106867,Entire Venue,Terrace,https://www.tagvenue.com/sg/rooms/singapore/106867/twilight-terrace/entire-venue,63416,Twilight Terrace,Whole venue,Open Air / Outdoor Venue,https://www.tagvenue.com/sg/venues/singapore/63416/twilight-terrace
"23 Beach View, Palawan Ridge #01-01, Sentosa Island",Sentosa,182,240,"[1, 7, 9, 10, 17, 21, 8, 1001]",Singapore,Asian,False,1.2531481862123,103.81941010801,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""09:00"", ""closes"": ""22:30""}]",098679,S$88,per person,8800,per morning,per morning,0,0.9583,48,0,"[3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 17, 18, 20, 25, 26]",108477,The Aloes Ballroom,Ballroom,https://www.tagvenue.com/sg/rooms/singapore/108477/oasia-resort-sentosa/the-aloes-ballroom,64416,Oasia Resort Sentosa,Private space,Hotel,https://www.tagvenue.com/sg/venues/singapore/64416/oasia-resort-sentosa-2
5 Kadayanallur Street ,Chinatown,25,40,"[1, 2, 7, 14, 20, 8, 1001]",Singapore,Mediterranean,False,1.2805585,103.8451894,,400 m,Telok Ayer MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Wednesday"", ""Thursday"", ""Friday""], ""opens"": ""17:30"", ""closes"": ""23:30""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Saturday""], ""opens"": ""17:00"", ""closes"": ""23:30""}]",069183,S$6000,minimum spend,-1,NULL,per session,0,0.875,164,0,"[5, 6]",97812,Outdoor Area,Outdoor Space,https://www.tagvenue.com/sg/rooms/singapore/97812/proud-potato-peeler/outdoor-area,58345,Proud Potato Peeler,Private space,Restaurant,https://www.tagvenue.com/sg/venues/singapore/58345/proud-potato-peeler
16 Jalan Kelulut ,Trafalgar,12,0,"[1, 7, 8, 1000, 1001]",Singapore,Chinese,False,1.3833251,103.8759137,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""11:00"", ""closes"": ""22:00""}]",809033,S$1800,minimum spend,-1,NULL,per session,0,0,0,0,[7],117028,VIP Room,Dining Room,https://www.tagvenue.com/sg/rooms/singapore/117028/orchid-live-seafood-signature-at-kelulut/vip-room,68864,Orchid Live Seafood Signature @ Kelulut,Private space,Restaurant,https://www.tagvenue.com/sg/venues/singapore/68864/orchid-live-seafood-signature-at-kelulut
